espn_id,season,name,decision,row_id,row_team,kept_id,kept_team
5106775,2023,A'lahn Sumler,KEEP (bbref=Northern Kentucky),31862,Northern Kentucky,,
5106775,2023,A'lahn Sumler,DELETE (phantom),12619,Charleston Southern,31862,Northern Kentucky
4067017,2020,A.J. Lawson,KEEP (bbref=South Carolina),94193,South Carolina,,
4067017,2020,A.J. Lawson,DELETE (phantom),92832,McNeese,94193,South Carolina
4067017,2021,A.J. Lawson,KEEP (bbref=McNeese),97578,McNeese,,
4067017,2021,A.J. Lawson,DELETE (phantom),99007,South Carolina,97578,McNeese
4897671,2022,A.J. Neal Jr.,KEEP (bbref=Long Beach State),37165,Long Beach State,,
4897671,2022,A.J. Neal Jr.,DELETE (phantom),12609,Long Island University,37165,Long Beach State
4897671,2024,A.J. Neal Jr.,KEEP (bbref=Chicago State),45515,Chicago State,,
4897671,2024,A.J. Neal Jr.,DELETE (phantom),12611,Long Island University,45515,Chicago State
5176061,2025,A.J. Wills,UNRESOLVED (no bbref row),12617,Hofstra,,
5176061,2025,A.J. Wills,UNRESOLVED (no bbref row),54264,Wyoming,,
5177521,2024,AC Bryant,UNRESOLVED (no bbref row),44889,Alabama A&M,,
5177521,2024,AC Bryant,UNRESOLVED (no bbref row),12677,Jacksonville State,,
5177521,2025,AC Bryant,KEEP (bbref=Alabama A&M),49515,Alabama A&M,,
5177521,2025,AC Bryant,DELETE (phantom),12678,Jacksonville State,49515,Alabama A&M
5108014,2023,AJ Brown,KEEP (bbref=Ohio),31923,Ohio,,
5108014,2023,AJ Brown,DELETE (phantom),12848,Florida,31923,Ohio
5108014,2024,AJ Brown,KEEP (bbref=Ohio),47589,Ohio,,
5108014,2024,AJ Brown,DELETE (phantom),12849,Florida,47589,Ohio
4433286,2023,AJ Casey,KEEP (bbref=Miami (FL)),31319,Miami (FL),,
4433286,2023,AJ Casey,DELETE (phantom),12851,Evansville,31319,Miami (FL)
4433286,2024,AJ Casey,UNRESOLVED (no bbref row),12852,Evansville,,
4433286,2024,AJ Casey,UNRESOLVED (no bbref row),46953,Miami (FL),,
4433286,2025,AJ Casey,KEEP (bbref=Saint Louis),52914,Saint Louis,,
4433286,2025,AJ Casey,DELETE (phantom),12853,Evansville,52914,Saint Louis
5177247,2024,AJ Dancler,KEEP (bbref=Le Moyne),46566,Le Moyne,,
5177247,2024,AJ Dancler,DELETE (phantom),12858,Coastal Carolina,46566,Le Moyne
5177247,2025,AJ Dancler,KEEP (bbref=Le Moyne),51384,Le Moyne,,
5177247,2025,AJ Dancler,DELETE (phantom),12859,Coastal Carolina,51384,Le Moyne
4897668,2023,AJ George,KEEP (bbref=Long Beach State),31028,Long Beach State,,
4897668,2023,AJ George,DELETE (phantom),12866,Cal State Bakersfield,31028,Long Beach State
4897668,2024,AJ George,KEEP (bbref=Long Beach State),46631,Long Beach State,,
4897668,2024,AJ George,DELETE (phantom),12867,Cal State Bakersfield,46631,Long Beach State
4897668,2025,AJ George,UNRESOLVED (no bbref row),12868,Cal State Bakersfield,,
4897668,2025,AJ George,UNRESOLVED (no bbref row),52843,Southern Methodist,,
4897192,2023,AJ Lopez,KEEP (bbref=New Hampshire),31591,New Hampshire,,
4897192,2023,AJ Lopez,DELETE (phantom),12877,Richmond,31591,New Hampshire
4897192,2024,AJ Lopez,KEEP (bbref=Maine),46753,Maine,,
4897192,2024,AJ Lopez,DELETE (phantom),12878,Richmond,46753,Maine
4897192,2025,AJ Lopez,KEEP (bbref=Maine),51581,Maine,,
4897192,2025,AJ Lopez,DELETE (phantom),12879,Richmond,51581,Maine
5105657,2023,AJ Rohosy,UNRESOLVED (no bbref row),12888,Stanford,,
5105657,2023,AJ Rohosy,UNRESOLVED (no bbref row),33658,Washington State,,
5105657,2024,AJ Rohosy,KEEP (bbref=Washington State),49262,Washington State,,
5105657,2024,AJ Rohosy,DELETE (phantom),12889,Stanford,49262,Washington State
5107357,2023,AJ Smith,UNRESOLVED (no bbref row),12892,Bradley,,
5107357,2023,AJ Smith,UNRESOLVED (no bbref row),12893,Temple,,
5107357,2023,AJ Smith,UNRESOLVED (no bbref row),33064,The Citadel,,
5107626,2024,AJ Smith,UNRESOLVED (bbref=Southern Indiana matched 0 rows),12894,Bradley,,
5107626,2024,AJ Smith,UNRESOLVED (bbref=Southern Indiana matched 0 rows),12895,Temple,,
5107626,2025,AJ Smith,UNRESOLVED (bbref=College of Charleston matched 0 rows),12896,Bradley,,
5107626,2025,AJ Smith,UNRESOLVED (bbref=College of Charleston matched 0 rows),12897,Temple,,
5107626,2025,AJ Smith,UNRESOLVED (bbref=College of Charleston matched 0 rows),51232,James Madison,,
4703837,2022,AJ Staton-McCray,KEEP (bbref=Samford),38697,Samford,,
4703837,2022,AJ Staton-McCray,DELETE (phantom),12900,Seton Hall,38697,Samford
4703837,2023,AJ Staton-McCray,UNRESOLVED (no bbref row),12901,Seton Hall,,
4703837,2023,AJ Staton-McCray,UNRESOLVED (no bbref row),32493,Samford,,
4703837,2024,AJ Staton-McCray,KEEP (bbref=Samford),48141,Samford,,
4703837,2024,AJ Staton-McCray,DELETE (phantom),12902,Seton Hall,48141,Samford
4703837,2025,AJ Staton-McCray,KEEP (bbref=Miami (FL)),51776,Miami (FL),,
4703837,2025,AJ Staton-McCray,DELETE (phantom),12903,Seton Hall,51776,Miami (FL)
5105603,2023,AJ Storr,KEEP (bbref=St. John's (NY)),32787,St. John's (NY),,
5105603,2023,AJ Storr,DELETE (phantom),12905,Mississippi,32787,St. John's (NY)
5105603,2024,AJ Storr,KEEP (bbref=Wisconsin),49382,Wisconsin,,
5105603,2024,AJ Storr,DELETE (phantom),12906,Mississippi,49382,Wisconsin
5105603,2025,AJ Storr,KEEP (bbref=Kansas),51262,Kansas,,
5105603,2025,AJ Storr,DELETE (phantom),12907,Mississippi,51262,Kansas
5114350,2023,AK Okereke,KEEP (bbref=Cornell),29965,Cornell,,
5114350,2023,AK Okereke,DELETE (phantom),12921,Vanderbilt,29965,Cornell
5114350,2024,AK Okereke,KEEP (bbref=Cornell),45640,Cornell,,
5114350,2024,AK Okereke,DELETE (phantom),12922,Vanderbilt,45640,Cornell
5114350,2025,AK Okereke,KEEP (bbref=Cornell),50284,Cornell,,
5114350,2025,AK Okereke,DELETE (phantom),12923,Vanderbilt,50284,Cornell
4685683,2024,Aaron Bradshaw,KEEP (bbref=Kentucky),46498,Kentucky,,
4685683,2024,Aaron Bradshaw,DELETE (phantom),12623,Memphis,46498,Kentucky
4685683,2025,Aaron Bradshaw,UNRESOLVED (no bbref row),12624,Memphis,,
4685683,2025,Aaron Bradshaw,UNRESOLVED (no bbref row),52393,Ohio State,,
56758,2012,Aaron Brown,KEEP (bbref=West Virginia),58775,West Virginia,,
56758,2012,Aaron Brown,DELETE (phantom),56652,Mount St. Mary's,58775,West Virginia
56758,2013,Aaron Brown,KEEP (bbref=West Virginia),63311,West Virginia,,
56758,2013,Aaron Brown,DELETE (phantom),61296,Mount St. Mary's,63311,West Virginia
51316,2014,Aaron Brown,UNRESOLVED (no bbref row),65876,Mount St. Mary's,,
51316,2014,Aaron Brown,UNRESOLVED (no bbref row),67065,Southern,,
51316,2015,Aaron Brown,KEEP (bbref=Boston College),68464,Boston College,,
51316,2015,Aaron Brown,DELETE (phantom),70395,Mount St. Mary's,68464,Boston College
51316,2015,Aaron Brown,DELETE (phantom),71274,Saint Joseph's,68464,Boston College
4895742,2024,Aaron Clark,KEEP (bbref=Wake Forest),49235,Wake Forest,,
4895742,2024,Aaron Clark,DELETE (phantom),12626,Pepperdine,49235,Wake Forest
5174959,2024,Abdi Bashir Jr.,KEEP (bbref=Monmouth),47095,Monmouth,,
5174959,2024,Abdi Bashir Jr.,DELETE (phantom),12652,Kansas State,47095,Monmouth
5174959,2025,Abdi Bashir Jr.,KEEP (bbref=Monmouth),51890,Monmouth,,
5174959,2025,Abdi Bashir Jr.,DELETE (phantom),12653,Kansas State,51890,Monmouth
4709321,2023,Abdou Samb,UNRESOLVED (no bbref row),12657,Towson,,
4709321,2023,Abdou Samb,UNRESOLVED (no bbref row),32267,Rhode Island,,
4709321,2024,Abdou Samb,KEEP (bbref=IU Indy),46232,IU Indy,,
4709321,2024,Abdou Samb,DELETE (phantom),12658,Towson,46232,IU Indy
4896534,2022,Abdul Momoh,KEEP (bbref=Central Connecticut State),35801,Central Connecticut State,,
4896534,2022,Abdul Momoh,DELETE (phantom),12664,Illinois-Chicago,35801,Central Connecticut State
4896534,2023,Abdul Momoh,UNRESOLVED (no bbref row),29735,Central Connecticut State,,
4896534,2023,Abdul Momoh,UNRESOLVED (no bbref row),12665,Illinois-Chicago,,
4896534,2024,Abdul Momoh,KEEP (bbref=Central Connecticut State),45435,Central Connecticut State,,
4896534,2024,Abdul Momoh,DELETE (phantom),12666,Illinois-Chicago,45435,Central Connecticut State
4896534,2025,Abdul Momoh,KEEP (bbref=Central Connecticut State),50077,Central Connecticut State,,
4896534,2025,Abdul Momoh,DELETE (phantom),12667,Illinois-Chicago,50077,Central Connecticut State
5241916,2025,Abdulai Fanta Kabba,KEEP (bbref=Denver),50395,Denver,,
5241916,2025,Abdulai Fanta Kabba,DELETE (phantom),12669,Western Carolina,50395,Denver
5177284,2024,Ace Talbert,KEEP (bbref=Saint Francis (PA)),48062,Saint Francis (PA),,
5177284,2024,Ace Talbert,DELETE (phantom),12684,Gardner-Webb,48062,Saint Francis (PA)
5177284,2025,Ace Talbert,UNRESOLVED (no bbref row),12685,Gardner-Webb,,
5177284,2025,Ace Talbert,UNRESOLVED (no bbref row),52877,Saint Francis (PA),,
5107364,2023,Achor Achor,UNRESOLVED (no bbref row),12693,Mississippi State,,
5107364,2023,Achor Achor,UNRESOLVED (no bbref row),32495,Samford,,
5107364,2024,Achor Achor,UNRESOLVED (no bbref row),12694,Mississippi State,,
5107364,2024,Achor Achor,UNRESOLVED (no bbref row),48140,Samford,,
5107364,2025,Achor Achor,KEEP (bbref=Kansas State),51278,Kansas State,,
5107364,2025,Achor Achor,DELETE (phantom),12695,Mississippi State,51278,Kansas State
5177275,2024,Adam Clark,UNRESOLVED (no bbref row),12697,Seton Hall,,
5177275,2024,Adam Clark,UNRESOLVED (no bbref row),46917,Merrimack,,
5177275,2025,Adam Clark,KEEP (bbref=Merrimack),51744,Merrimack,,
5177275,2025,Adam Clark,DELETE (phantom),12698,Seton Hall,51744,Merrimack
4432175,2023,Adam Miller,KEEP (bbref=Louisiana State),30942,Louisiana State,,
4432175,2023,Adam Miller,DELETE (phantom),12708,Gonzaga,30942,Louisiana State
4432175,2024,Adam Miller,UNRESOLVED (no bbref row),12709,Gonzaga,,
4432175,2024,Adam Miller,UNRESOLVED (no bbref row),44972,Arizona State,,
4432175,2025,Adam Miller,UNRESOLVED (no bbref row),12710,Gonzaga,,
4432175,2025,Adam Miller,UNRESOLVED (no bbref row),49613,Arizona State,,
4684620,2023,Adante' Holiman,UNRESOLVED (no bbref row),12717,Arizona State,,
4684620,2023,Adante' Holiman,UNRESOLVED (no bbref row),33417,Texas-Rio Grande Valley,,
4684620,2024,Adante' Holiman,KEEP (bbref=UTSA),49047,UTSA,,
4684620,2024,Adante' Holiman,DELETE (phantom),12718,Arizona State,49047,UTSA
4684620,2025,Adante' Holiman,UNRESOLVED (no bbref row),12719,Arizona State,,
4684620,2025,Adante' Holiman,UNRESOLVED (no bbref row),50826,Georgia Southern,,
5174983,2024,Aday Mara,KEEP (bbref=UCLA),48844,UCLA,,
5174983,2024,Aday Mara,DELETE (phantom),12720,Michigan,48844,UCLA
5174983,2025,Aday Mara,KEEP (bbref=UCLA),53714,UCLA,,
5174983,2025,Aday Mara,DELETE (phantom),12721,Michigan,53714,UCLA
5174654,2024,Addarin Scott,UNRESOLVED (no bbref row),12723,Kansas City,,
5174654,2024,Addarin Scott,UNRESOLVED (no bbref row),45076,Auburn,,
4592404,2025,Addison Patterson,UNRESOLVED (no bbref row),12729,Eastern Michigan,,
4592404,2025,Addison Patterson,UNRESOLVED (no bbref row),52330,Northwestern State,,
4684276,2024,Aden Holloway,UNRESOLVED (no bbref row),12733,Alabama,,
4684276,2024,Aden Holloway,UNRESOLVED (no bbref row),45068,Auburn,,
4590362,2023,Adetokunbo Bakare,UNRESOLVED (no bbref row),12736,Saint Peter's,,
4590362,2023,Adetokunbo Bakare,UNRESOLVED (no bbref row),32312,Rider,,
5142584,2024,Adrian Myers,UNRESOLVED (no bbref row),12745,San Jose State,,
5142584,2024,Adrian Myers,UNRESOLVED (no bbref row),47042,Mississippi State,,
5105280,2023,Adrian Samuels,KEEP (bbref=Vanderbilt),33549,Vanderbilt,,
5105280,2023,Adrian Samuels,DELETE (phantom),12748,American,33549,Vanderbilt
5242127,2025,Adrian Wooley,KEEP (bbref=Kennesaw State),51287,Kennesaw State,,
5242127,2025,Adrian Wooley,DELETE (phantom),12754,Louisville,51287,Kennesaw State
4838718,2023,Ahjany Lee,UNRESOLVED (bbref=St. Thomas matched 0 rows),12762,Houston Christian,,
4838718,2023,Ahjany Lee,UNRESOLVED (bbref=St. Thomas matched 0 rows),32801,William & Mary,,
4838718,2024,Ahjany Lee,UNRESOLVED (bbref=St. Thomas matched 0 rows),48442,William & Mary,,
4838718,2024,Ahjany Lee,UNRESOLVED (bbref=St. Thomas matched 0 rows),12763,Houston Christian,,
5177126,2024,Ahmad Henderson II,KEEP (bbref=Niagara),34356,Niagara,,
5177126,2024,Ahmad Henderson II,DELETE (phantom),12768,Illinois-Chicago,34356,Niagara
5106662,2023,Ahmad Johnson,KEEP (bbref=Kennesaw State),30909,Kennesaw State,,
5106662,2023,Ahmad Johnson,DELETE (phantom),12771,Arkansas-Pine Bluff,30909,Kennesaw State
4869778,2025,Ahmad Nowell,KEEP (bbref=Connecticut),53730,Connecticut,,
4869778,2025,Ahmad Nowell,DELETE (phantom),12775,Virginia Commonwealth,53730,Connecticut
5175704,2024,Ahmad Robinson,KEEP (bbref=New Hampshire),47251,New Hampshire,,
5175704,2024,Ahmad Robinson,DELETE (phantom),12777,UAB,47251,New Hampshire
5175704,2025,Ahmad Robinson,KEEP (bbref=Mercer),51719,Mercer,,
5175704,2025,Ahmad Robinson,DELETE (phantom),12778,UAB,51719,Mercer
5124659,2023,Ahmed Essahaty,KEEP (bbref=Long Island University),31045,Long Island University,,
5124659,2023,Ahmed Essahaty,DELETE (phantom),12781,Southeastern Louisiana,31045,Long Island University
5124659,2024,Ahmed Essahaty,KEEP (bbref=Long Island University),46649,Long Island University,,
5124659,2024,Ahmed Essahaty,DELETE (phantom),12782,Southeastern Louisiana,46649,Long Island University
5107971,2023,Aidan Braccia,KEEP (bbref=Belmont),29436,Belmont,,
5107971,2023,Aidan Braccia,DELETE (phantom),12789,San Francisco,29436,Belmont
5107971,2025,Aidan Braccia,UNRESOLVED (no bbref row),12791,San Francisco,,
5107971,2025,Aidan Braccia,UNRESOLVED (no bbref row),49780,Belmont,,
4684628,2023,Aidan Mahaney,UNRESOLVED (no bbref row),12811,UC Santa Barbara,,
4684628,2023,Aidan Mahaney,UNRESOLVED (no bbref row),32454,Saint Mary's,,
4684628,2024,Aidan Mahaney,KEEP (bbref=Saint Mary's),48103,Saint Mary's,,
4684628,2024,Aidan Mahaney,DELETE (phantom),12812,UC Santa Barbara,48103,Saint Mary's
4684628,2025,Aidan Mahaney,KEEP (bbref=Connecticut),53727,Connecticut,,
4684628,2025,Aidan Mahaney,DELETE (phantom),12813,UC Santa Barbara,53727,Connecticut
4710359,2023,Aidan Noyes,UNRESOLVED (no bbref row),12815,Belmont,,
4710359,2023,Aidan Noyes,UNRESOLVED (no bbref row),32297,Richmond,,
4710359,2024,Aidan Noyes,KEEP (bbref=Richmond),47942,Richmond,,
4710359,2024,Aidan Noyes,DELETE (phantom),12816,Belmont,47942,Richmond
5176182,2024,Aidan Rubio,KEEP (bbref=Central Michigan),45448,Central Michigan,,
5176182,2024,Aidan Rubio,DELETE (phantom),12821,Eastern Michigan,45448,Central Michigan
5176182,2025,Aidan Rubio,KEEP (bbref=UNC Asheville),53797,UNC Asheville,,
5176182,2025,Aidan Rubio,DELETE (phantom),12822,Eastern Michigan,53797,UNC Asheville
5105543,2023,Aidan Shaw,KEEP (bbref=Missouri),31430,Missouri,,
5105543,2023,Aidan Shaw,DELETE (phantom),12827,Boston College,31430,Missouri
5105543,2024,Aidan Shaw,UNRESOLVED (no bbref row),12828,Boston College,,
5105543,2024,Aidan Shaw,UNRESOLVED (no bbref row),47081,Missouri,,
5105543,2025,Aidan Shaw,KEEP (bbref=Missouri),51884,Missouri,,
5105543,2025,Aidan Shaw,DELETE (phantom),12829,Boston College,51884,Missouri
4683783,2024,Akil Watson,UNRESOLVED (no bbref row),12926,Saint Peter's,,
4683783,2024,Akil Watson,UNRESOLVED (no bbref row),44980,Arizona State,,
4683783,2025,Akil Watson,KEEP (bbref=Massachusetts),51689,Massachusetts,,
4683783,2025,Akil Watson,DELETE (phantom),12927,Saint Peter's,51689,Massachusetts
5176374,2024,Akira Jacobs,KEEP (bbref=Hawaii),46170,Hawaii,,
5176374,2024,Akira Jacobs,DELETE (phantom),12930,Fordham,46170,Hawaii
5176374,2025,Akira Jacobs,UNRESOLVED (no bbref row),12931,Fordham,,
5176374,2025,Akira Jacobs,UNRESOLVED (no bbref row),50947,Hawaii,,
4895777,2024,Al Amadou,KEEP (bbref=Marquette),46804,Marquette,,
4895777,2024,Al Amadou,DELETE (phantom),12937,Saint Joseph's,46804,Marquette
5242133,2025,Al Green,UNRESOLVED (no bbref row),12940,Nevada-Las Vegas,,
5242133,2025,Al Green,UNRESOLVED (no bbref row),51511,Louisiana Tech,,
4898382,2022,Alden Applewhite,KEEP (bbref=Mississippi State),37563,Mississippi State,,
4898382,2022,Alden Applewhite,DELETE (phantom),12943,Georgia Southern,37563,Mississippi State
4898382,2023,Alden Applewhite,KEEP (bbref=Portland),32135,Portland,,
4898382,2023,Alden Applewhite,DELETE (phantom),12944,Georgia Southern,32135,Portland
4898382,2024,Alden Applewhite,KEEP (bbref=Murray State),47180,Murray State,,
4898382,2024,Alden Applewhite,DELETE (phantom),12945,Georgia Southern,47180,Murray State
4898382,2025,Alden Applewhite,KEEP (bbref=Murray State),51968,Murray State,,
4898382,2025,Alden Applewhite,DELETE (phantom),12946,Georgia Southern,51968,Murray State
5241657,2025,Alec Millender,KEEP (bbref=IU Indy),51039,IU Indy,,
5241657,2025,Alec Millender,DELETE (phantom),12949,Connecticut,51039,IU Indy
4702696,2022,Alec Oglesby,KEEP (bbref=UNC Wilmington),28594,UNC Wilmington,,
4702696,2022,Alec Oglesby,DELETE (phantom),12951,Middle Tennessee,28594,UNC Wilmington
4702696,2023,Alec Oglesby,KEEP (bbref=Stetson),32842,Stetson,,
4702696,2023,Alec Oglesby,DELETE (phantom),12952,Middle Tennessee,32842,Stetson
4702696,2024,Alec Oglesby,KEEP (bbref=Stetson),48478,Stetson,,
4702696,2024,Alec Oglesby,DELETE (phantom),12953,Middle Tennessee,48478,Stetson
5105528,2023,Aleks Szymczyk,KEEP (bbref=Florida),30323,Florida,,
5105528,2023,Aleks Szymczyk,DELETE (phantom),12959,Cal State Northridge,30323,Florida
5105528,2025,Aleks Szymczyk,KEEP (bbref=Charlotte),50137,Charlotte,,
5105528,2025,Aleks Szymczyk,DELETE (phantom),12961,Cal State Northridge,50137,Charlotte
5239546,2025,Aleksander Pachucki,KEEP (bbref=Fordham),50723,Fordham,,
5239546,2025,Aleksander Pachucki,DELETE (phantom),12965,Bucknell,50723,Fordham
4897173,2022,Alex Anderson,UNRESOLVED (no bbref row),12969,Texas Southern,,
4897173,2022,Alex Anderson,UNRESOLVED (no bbref row),27977,South Alabama,,
4897173,2023,Alex Anderson,UNRESOLVED (no bbref row),12970,Texas Southern,,
4897173,2023,Alex Anderson,UNRESOLVED (no bbref row),29180,Alabama State,,
4897173,2024,Alex Anderson,KEEP (bbref=Incarnate Word),46297,Incarnate Word,,
4897173,2024,Alex Anderson,DELETE (phantom),12971,Texas Southern,46297,Incarnate Word
5243038,2025,Alex Chaikin,KEEP (bbref=Lafayette),12976,Lafayette,,
5243038,2025,Alex Chaikin,DELETE (phantom),12977,UC San Diego,12976,Lafayette
5175065,2024,Alex Cotton,KEEP (bbref=North Texas),47445,North Texas,,
5175065,2024,Alex Cotton,DELETE (phantom),12982,Howard,47445,North Texas
5175065,2025,Alex Cotton,KEEP (bbref=North Texas),52243,North Texas,,
5175065,2025,Alex Cotton,DELETE (phantom),12983,Howard,52243,North Texas
4897620,2022,Alex Crawford,KEEP (bbref=Stetson),28212,Stetson,,
4897620,2022,Alex Crawford,DELETE (phantom),12985,Rhode Island,28212,Stetson
4897620,2025,Alex Crawford,UNRESOLVED (no bbref row),12988,Rhode Island,,
4897620,2025,Alex Crawford,UNRESOLVED (no bbref row),50732,Fresno State,,
4433001,2022,Alex Hemenway,KEEP (bbref=Clemson),25452,Clemson,,
4433001,2022,Alex Hemenway,DELETE (phantom),12998,Evansville,25452,Clemson
4433001,2023,Alex Hemenway,KEEP (bbref=Clemson),29846,Clemson,,
4433001,2023,Alex Hemenway,DELETE (phantom),12999,Evansville,29846,Clemson
4433001,2024,Alex Hemenway,KEEP (bbref=Clemson),45542,Clemson,,
4433001,2024,Alex Hemenway,DELETE (phantom),13000,Evansville,45542,Clemson
4702993,2022,Alex Huibregtse,UNRESOLVED (no bbref row),13004,Bradley,,
4702993,2022,Alex Huibregtse,UNRESOLVED (no bbref row),29056,Wright State,,
4702993,2023,Alex Huibregtse,UNRESOLVED (no bbref row),13005,Bradley,,
4702993,2023,Alex Huibregtse,UNRESOLVED (no bbref row),33810,Wright State,,
4702993,2024,Alex Huibregtse,KEEP (bbref=Wright State),49412,Wright State,,
4702993,2024,Alex Huibregtse,DELETE (phantom),13006,Bradley,49412,Wright State
4702993,2025,Alex Huibregtse,UNRESOLVED (no bbref row),13007,Bradley,,
4702993,2025,Alex Huibregtse,UNRESOLVED (no bbref row),54244,Wright State,,
5175405,2024,Alex Kovatchev,KEEP (bbref=Sacramento State),48042,Sacramento State,,
5175405,2024,Alex Kovatchev,DELETE (phantom),13016,Florida,48042,Sacramento State
5175405,2025,Alex Kovatchev,KEEP (bbref=Sacramento State),52849,Sacramento State,,
5175405,2025,Alex Kovatchev,DELETE (phantom),13017,Florida,52849,Sacramento State
5177536,2024,Alex Tsynkevich,UNRESOLVED (no bbref row),13029,Hofstra,,
5177536,2024,Alex Tsynkevich,UNRESOLVED (no bbref row),44939,Alcorn State,,
4897383,2022,Alex Williams,KEEP (bbref=Furman),25980,Furman,,
4897383,2022,Alex Williams,DELETE (phantom),13034,Duquesne,25980,Furman
4897383,2023,Alex Williams,KEEP (bbref=Furman),30406,Furman,,
4897383,2023,Alex Williams,DELETE (phantom),13035,Duquesne,30406,Furman
4897383,2024,Alex Williams,KEEP (bbref=Furman),46000,Furman,,
4897383,2024,Alex Williams,DELETE (phantom),13036,Duquesne,46000,Furman
5242571,2025,Alexis Marmolejos,KEEP (bbref=Lamar),51372,Lamar,,
5242571,2025,Alexis Marmolejos,DELETE (phantom),13045,Pacific,51372,Lamar
5240664,2025,Alfred Worrell Jr.,UNRESOLVED (no bbref row),13047,Morgan State,,
5240664,2025,Alfred Worrell Jr.,UNRESOLVED (no bbref row),13048,Southern,,
4896862,2022,Ali Dibba,KEEP (bbref=Chicago State),25418,Chicago State,,
4896862,2022,Ali Dibba,DELETE (phantom),13053,Texas A&M,25418,Chicago State
4896862,2024,Ali Dibba,UNRESOLVED (no bbref row),44840,Abilene Christian,,
4896862,2024,Ali Dibba,UNRESOLVED (no bbref row),13055,Texas A&M,,
4896862,2025,Ali Dibba,KEEP (bbref=Southern Illinois),53192,Southern Illinois,,
4896862,2025,Ali Dibba,DELETE (phantom),13056,Texas A&M,53192,Southern Illinois
5241430,2025,All Wright,KEEP (bbref=Valparaiso),54002,Valparaiso,,
5241430,2025,All Wright,DELETE (phantom),13063,Xavier,54002,Valparaiso
5109033,2023,Allen Mukeba,KEEP (bbref=Kansas City),30890,Kansas City,,
5109033,2023,Allen Mukeba,DELETE (phantom),13066,Arizona State,30890,Kansas City
5109033,2024,Allen Mukeba,UNRESOLVED (no bbref row),13067,Arizona State,,
5109033,2024,Allen Mukeba,UNRESOLVED (no bbref row),46425,Kansas City,,
5109033,2025,Allen Mukeba,UNRESOLVED (no bbref row),13068,Arizona State,,
5109033,2025,Allen Mukeba,UNRESOLVED (no bbref row),52374,Oakland,,
5176296,2024,Allen Udemadu,KEEP (bbref=Morgan State),47152,Morgan State,,
5176296,2024,Allen Udemadu,DELETE (phantom),13074,Jacksonville,47152,Morgan State
5176296,2025,Allen Udemadu,KEEP (bbref=Missouri State),51872,Missouri State,,
5176296,2025,Allen Udemadu,DELETE (phantom),13075,Jacksonville,51872,Missouri State
5176313,2024,Almar Atlason,KEEP (bbref=Bradley),45247,Bradley,,
5176313,2024,Almar Atlason,DELETE (phantom),13078,Miami (OH),45247,Bradley
5176313,2025,Almar Atlason,KEEP (bbref=Bradley),49872,Bradley,,
5176313,2025,Almar Atlason,DELETE (phantom),13079,Miami (OH),49872,Bradley
5108925,2023,Alonzo Dodd,KEEP (bbref=East Texas A&M),30187,East Texas A&M,,
5108925,2023,Alonzo Dodd,DELETE (phantom),13082,Appalachian State,30187,East Texas A&M
5108925,2024,Alonzo Dodd,KEEP (bbref=East Texas A&M),45814,East Texas A&M,,
5108925,2024,Alonzo Dodd,DELETE (phantom),13083,Appalachian State,45814,East Texas A&M
5106039,2023,Alphonzo Billups III,KEEP (bbref=Virginia Commonwealth),33507,Virginia Commonwealth,,
5106039,2023,Alphonzo Billups III,DELETE (phantom),13086,Longwood,33507,Virginia Commonwealth
5106039,2024,Alphonzo Billups III,UNRESOLVED (no bbref row),13087,Longwood,,
5106039,2024,Alphonzo Billups III,UNRESOLVED (no bbref row),49112,Virginia Commonwealth,,
5106039,2025,Alphonzo Billups III,KEEP (bbref=Virginia Commonwealth),53984,Virginia Commonwealth,,
5106039,2025,Alphonzo Billups III,DELETE (phantom),13088,Longwood,53984,Virginia Commonwealth
5177211,2024,Alvaro Folgueiras,KEEP (bbref=Robert Morris),47971,Robert Morris,,
5177211,2024,Alvaro Folgueiras,DELETE (phantom),13091,Iowa,47971,Robert Morris
5177211,2025,Alvaro Folgueiras,KEEP (bbref=Robert Morris),52780,Robert Morris,,
5177211,2025,Alvaro Folgueiras,DELETE (phantom),13092,Iowa,52780,Robert Morris
5174620,2024,Always Wright,KEEP (bbref=Rhode Island),47914,Rhode Island,,
5174620,2024,Always Wright,DELETE (phantom),13095,Texas-Rio Grande Valley,47914,Rhode Island
4702739,2022,Aly Khalifa,KEEP (bbref=Charlotte),25394,Charlotte,,
4702739,2022,Aly Khalifa,DELETE (phantom),13098,Louisville,25394,Charlotte
4702739,2023,Aly Khalifa,UNRESOLVED (no bbref row),29786,Charlotte,,
4702739,2023,Aly Khalifa,UNRESOLVED (no bbref row),13099,Louisville,,
4702739,2024,Aly Khalifa,KEEP (bbref=Brigham Young),45101,Brigham Young,,
4702739,2024,Aly Khalifa,DELETE (phantom),13100,Louisville,45101,Brigham Young
4585590,2022,Alyn Breed,UNRESOLVED (no bbref row),13105,NC State,,
4585590,2022,Alyn Breed,UNRESOLVED (no bbref row),27633,Providence,,
4585590,2025,Alyn Breed,UNRESOLVED (no bbref row),13108,NC State,,
4585590,2025,Alyn Breed,UNRESOLVED (no bbref row),51695,McNeese,,
5239652,2025,Amadou Doumbia,KEEP (bbref=Massachusetts),51693,Massachusetts,,
5239652,2025,Amadou Doumbia,DELETE (phantom),13111,North Carolina A&T,51693,Massachusetts
5108042,2023,Amani Drummond,UNRESOLVED (no bbref row),13114,Incarnate Word,,
